sjj_Y34D9A_152.d	WBGene00021328(npr-23),Y34D9A.2
mv_D2013.10	WBGene00006520(tag-175),D2013.10
sjj_C37F5.1	WBGene00002990(lin-1),C37F5.1
mv_Y71D11A.5	WBGene00022106(lgc-46),Y71D11A.5
sjj2_R144.12	WBGene00043060,R144.12
mv_F54D12.e	WBGene00018819(rog-1),F54D12.6
sjj_F59H6.10	WBGene00019140(bath-3),F59H6.10
sjj_ZK430.5	WBGene00022741,ZK430.5
sjj_ZK973.e_3	WBGene00000140(anc-1),ZK973.6
sjj_C24B5.5	WBGene00004107(pqn-16),C24B5.5
mv_F55D10.1	WBGene00018877(aman-1),F55D10.1
mv_ZC97.1	WBGene00022516(mtx-2),ZC97.1
smd_C44C3.3	WBGene00005885(srw-138),C44C3.3
cenix:68-d6	WBGene00007842,C31E10.1
cenix:20-g8	WBGene00020425(syx-18),T10H9.3
sjj_Y102A5C.18	WBGene00001161(efl-1),Y102A5C.18
cenix:94-c7	WBGene00010986(sprr-1),R03A10.6
mv_G_YK7020	WBGene00008572,F08B12.4
mv_Y41E3.4	WBGene00001336(qars-1),Y41E3.4
cenix:335-b4_3	WBGene00021034(enu-3.4),W05F2.2
sjj2_C41G6.15	WBGene00005760(srw-13),C41G6.15
TH:302B9	WBGene00000665(col-90),C29E4.1
sjj2_C35D10.14	WBGene00016450(clec-5),C35D10.14
mv_C08F11.9	WBGene00007456(srz-29),C08F11.9
cenix:50-h6	WBGene00011307(mpst-7),R186.6
sjj_F32B6.2	WBGene00009319(mccc-1),F32B6.2
mv_Y53F4B.25_8	WBGene00013171,Y53F4B.25
sjj_F33D4.2	WBGene00002173(itr-1),F33D4.2
mv_Y71F9AL.7	WBGene00022112,Y71F9AL.7
sjj_Y69A2A_895.a	WBGene00022087,Y69A2AR.16
cenix:190-a7	WBGene00021884,Y54G2A.19
smd_F28C6.4	WBGene00009204,F28C6.4
sjj2_T01C2.1	WBGene00000071(acy-4),T01C2.1
cenix:221-b8	WBGene00019054,F58F6.6
sjj_T19H5.2	WBGene00011847(chil-26),T19H5.2
cenix:156-g5	WBGene00022247(lgc-10),Y73B6BL.26
mv_F55A3.1	WBGene00018847(marc-6),F55A3.1
cenix:151-d5	WBGene00021303,Y32G9A.5
cenix:13-b11	WBGene00010126,F55G11.6
mv_C37H5.11	WBGene00000860(cwp-2),C37H5.11
sjj_R160.3	WBGene00020120,R160.3
cenix:57-g3	WBGene00000406(cdk-4),F18H3.5
cenix:302-d10	WBGene00019456,K06H7.2
cenix:29-h11	WBGene00007666,C18B12.4
mv_Y48G9A.i	WBGene00021701,Y48G9A.7
cenix:149-e11	WBGene00013791,Y116A8C.11
cenix:314-b3	WBGene00000239(bas-1),C05D2.4
mv_F10E7.9	WBGene00017350,F10E7.9
sjj_Y69E1A.6	WBGene00005531(sri-19),Y69E1A.6
cenix:53-d5	WBGene00002123(inx-1),C16E9.4
sjj_F41E7.3	WBGene00009619(npr-6),F41E7.3
mv_C56G7.3	WBGene00008348,C56G7.3
mv_K02B9.2	WBGene00010493(meg-2),K02B9.2
cenix:241-e1	WBGene00043147(nspd-6),C24D10.8
mv_C54D10.10	WBGene00008304,C54D10.10
sjj_C07G1.6	WBGene00006620(svh-1),C07G1.1	WBGene00015572,C07G1.6
cenix:233-e12	WBGene00013954,ZK262.9
cenix:29-a9	WBGene00012266,W04G5.5
mv_C44E4.2	WBGene00016650(ubr-4),C44E4.1
cenix:30-g2	WBGene00008871(tag-314),F15H10.4
cenix:128-b5	WBGene00012174,W01B6.8
mv_C15F1.2	WBGene00015795,C15F1.2
cenix:132-h4	WBGene00000430(ceh-5),C16C2.1
mv_K09E2.1	WBGene00019570,K09E2.1
sjj_C06E7.1	WBGene00015538(sams-3),C06E7.1
mv_C02F12.7	WBGene00015356(tag-278),C02F12.7
sjj_C44H9.6	WBGene00008101,C44H9.6
smd_R11E3.8	WBGene00001058(dpf-5),R11E3.8
mv_Y97E10AR.e	WBGene00022397,Y97E10AR.2
mv_C44C3.6	WBGene00005864(srw-117),C44C3.6
cenix:178-e10	WBGene00022112,Y71F9AL.7
TH:340C6	WBGene00009444,F35G12.11
mv_F18E3.2	WBGene00005814(srw-67),F18E3.2
sjj_C04G2.4	WBGene00003432(msp-36),C04G2.4
sjj_ZK287.4	WBGene00013965,ZK287.4
mv_K03B8.3	WBGene00003537(nas-18),K03B8.3
cenix:37-g7	WBGene00008774,F13H10.3
cenix:11-e5	WBGene00011898,T21C9.13
mv_F38E11.9	WBGene00009544,F38E11.9
cenix:101-g2	WBGene00015437(scrm-3),C04E12.7
mv_Y23B4A.2	WBGene00021268(capa-1),Y23B4A.2
mv_C02A12.6	WBGene00015318(srbc-36),C02A12.6
mv_ZK892.3	WBGene00014127,ZK892.3
sjj_Y75B8A.14	WBGene00013550,Y75B8A.14
cenix:144-d2_2	WBGene00021513,Y41D4B.6
cenix:16-c4	WBGene00009629(sprr-2),F42D1.3
mv_H25K10.4	WBGene00010413,H25K10.4
sjj_R07C3.2	WBGene00019918(fbxc-36),R07C3.2
cenix:327-b12	WBGene00019327(zip-2),K02F3.4
cenix:13-c3	WBGene00011237(gkow-1),R11A8.2
sjj_F43G6.5	WBGene00009658,F43G6.5
cenix:16-e8	WBGene00017992,F32E10.5
mv_F15A2.1	WBGene00000757(col-184),F15A2.1
mv_K07A1.9	WBGene00010615,K07A1.9
mv_C14A4.13	WBGene00007563,C14A4.13
sjj_C24H11.6	WBGene00007704(mdt-21),C24H11.9
sjj_Y37E11A_93.i	WBGene00006869(vab-2),Y37E11AR.6
mv_Y2H9A.1	WBGene00003222(mes-4),Y2H9A.1
sjj_Y40B10A.h	WBGene00021486(lbp-9),Y40B10A.1
cenix:65-g7	WBGene00005950(srx-59),T07H8.3
sjj_T23G4.2	WBGene00011958,T23G4.2
cenix:19-h8	WBGene00006366(sym-1),C44H4.3
cenix:23-e3	WBGene00016760,C49A9.6
sjj_C07H6.5	WBGene00000479(cgh-1),C07H6.5
sjj_C45E1.3	WBGene00195056,C45E1.5
sjj_R13A1.7	WBGene00006504(kcc-1),R13A1.2	WBGene00020044,R13A1.7
mv_F36A4.6	WBGene00000610(col-33),F36A4.6
TH:323G11	WBGene00013914(lgc-37),ZC482.5
mv_AAA28066	WBGene00002015(hsp-16.1),T27E4.8
sjj_F22G12.4	WBGene00009064,F22G12.4
cenix:174-c10	WBGene00001592(glc-2),F25F8.2
mv_B0511.10	WBGene00001228(eif-3.E),B0511.10
cenix:66-a11	WBGene00012582(clec-8),Y38E10A.4
sjj_K07E8.5	WBGene00019496(frpr-14),K07E8.5
mv_C01A2.2	WBGene00007214,C01A2.2
sjj_K02B7.3	WBGene00010491,K02B7.3
sjj_Y45G12C.14	WBGene00005607(srj-19),Y45G12C.14
cenix:195-g12	WBGene00009302,F31F6.3
cenix:176-a9	WBGene00020436,T12A2.1
cenix:231-d6	WBGene00000262(bra-1),F54B11.6
sjj_M03A1.1	WBGene00006868(vab-1),M03A1.1
mv_F58G1.2	WBGene00010264,F58G1.2
sjj_Y43F8C.10	WBGene00012832(dmd-3),Y43F8C.10
sjj_F20H11.4	WBGene00017647,F20H11.4
sjj2_H32C10.2	WBGene00003019(lin-33),H32C10.2
sjj_H10E21.1	WBGene00019182,H10E21.1
mv_T21E8.1	WBGene00004000(pgp-6),T21E8.1
sjj2_Y17G7B.3	WBGene00012459,Y17G7B.3
sjj_F36F12.8	WBGene00018099(ztf-28),F36F12.8
sjj_F28B12.1	WBGene00017894,F28B12.1	WBGene00206371,F28B12.6
mv_B0205.8	WBGene00015022,B0205.8
cenix:149-a5	WBGene00011240,R11A8.7
sjj_Y5F2A.4	WBGene00012385,Y5F2A.4
cenix:218-b4_1	WBGene00007208,B0564.9
mv_C54G6.c	WBGene00016931,C54G6.2	WBGene00016932,C54G6.3
cenix:125-c9	WBGene00016097,C25E10.8
sjj_T15H9.3	WBGene00001952(hlh-6),T15H9.3
sjj2_C18D11.7	WBGene00044232,C18D11.7
sjj_D1022.4	WBGene00017023,D1022.4
cenix:146-f10	WBGene00008533,F02E9.10
sjj_ZK84.4	WBGene00022651,ZK84.4
cenix:155-b7	WBGene00014127,ZK892.3
sjj_T15B7.8	WBGene00020520,T15B7.8
sjj_F31A3.2_1	WBGene00001968(hlh-29),F31A3.4
cenix:171-h9	WBGene00004923(snt-3),Y75B7AL.3
cenix:217-g11	WBGene00022808,ZK697.8
sjj_C03H12.1	WBGene00007284,C03H12.1
cenix:172-e4	WBGene00001980(hmr-1),W02B9.1
mv_F27D4.2	WBGene00009188(lsy-22),F27D4.2
mv_F56H11.4	WBGene00001239(elo-1),F56H11.4
cenix:24-d7	WBGene00018286,F41E6.5
cenix:116-c8	WBGene00019603,K09H11.6
sjj_F10C5.2	WBGene00003134(mat-3),F10C5.1
sjj_Y43F8B.10_1	WBGene00012820,Y43F8B.10
sjj_Y44A6B.1	WBGene00012846(srxa-14),Y44A6B.1
sjj_F59E12.5_1	WBGene00019120(npl-4.1),F59E12.4
cenix:202-g9	WBGene00015110,B0281.3
sjj_C54A12.3	WBGene00016910,C54A12.3
smd_3R13D7.4	WBGene00005951(srx-60),R13D7.4
sjj_Y73F8A.w	WBGene00003604(nhr-5),Y73F8A.21
mv_AAA27980	WBGene00002190(kin-2),R07E4.6
cenix:228-e1	WBGene00010118,F55F3.4
TH:307B1	WBGene00003063(lpd-7),R13A5.12
sjj_Y38H6A.2	WBGene00077669,Y38H6A.5
sjj_Y111B2C.m	WBGene00007030(epc-1),Y111B2A.11
cenix:81-c3	WBGene00021643(ccep-290),Y47G6A.17
cenix:321-b7	WBGene00006509(tag-164),Y76A2A.1	WBGene00012097(abcf-2),T27E9.7
mv_Y55F3AM.8	WBGene00021925(immp-2),Y55F3AM.8
mv_C16A11.1	WBGene00001673(gpa-11),C16A11.1
cenix:327-b9	WBGene00004128(pqn-41),F53A3.4
sjj_Y71G12A_190.a	WBGene00006771(tln-1),Y71G12B.11
sjj_B0310.5	WBGene00015141(ugt-46),B0310.5
sjj_F41E6.10	WBGene00018285(smk-1),F41E6.4	WBGene00018291(fip-4),F41E6.10
cenix:169-a11	WBGene00021733(otub-2),Y50C1A.1
cenix:88-f2	WBGene00005444(srh-237),T05E12.7
sjj2_F57G8.1	WBGene00005395(srh-180),F57G8.1
sjj2_R08B4.4	WBGene00011140,R08B4.4
cenix:331-c2	WBGene00016681,C45G9.10
cenix:151-b3	WBGene00021180,Y9C9A.13
cenix:236-e3	WBGene00004085(pph-4.1),Y75B8A.30
TH:304F7	WBGene00016981,C56G2.7	WBGene00016982,C56G2.9
sjj2_C31H5.4	WBGene00007855,C31H5.4
smd_Y65B4B_10.e	WBGene00007009(wwp-1),Y65B4BR.4
cenix:305-b8	WBGene00022801(pcp-5),ZK688.6
sjj2_C08F1.11	WBGene00044417,C08F1.11
cenix:99-e6	WBGene00021708(srbc-37),Y49C4A.3
cenix:88-a12	WBGene00011655,T09E11.6	WBGene00045103,T09E11.12
mv_K02E11.6	WBGene00010515,K02E11.6
sjj_K12G11.5	WBGene00005967(srx-76),K12G11.5
cenix:128-g5	WBGene00013822,Y116F11B.6
cenix:31-e2	WBGene00020553,T19A5.1
cenix:94-b6	WBGene00016940,C55B6.4
mv_B0034.4	WBGene00015004,B0034.4
TH:332A4	WBGene00013240,Y56A3A.28
cenix:150-d11	WBGene00012195(bath-34),W02A11.5
mv_AAC47750	WBGene00003397(mom-5),T23D8.1
mv_Y37D8A.3	WBGene00012545,Y37D8A.3
mv_C55A1.6	WBGene00008323,C55A1.6
sjj2_T02E9.6	WBGene00044203,T02E9.6
cenix:337-a6	WBGene00021900,Y54H5A.2
cenix:243-f11	WBGene00077557,F15D3.9
cenix:62-g10	WBGene00020767(lgc-40),T24D8.1
cenix:328-h7	WBGene00020597,T20B6.1
sjj_AC8.3	WBGene00007075,AC8.3
mv_Y39G10BR.a	WBGene00021009(afd-1),W03F11.6
sjj_T02C1.1	WBGene00011365,T02C1.1
TH:312E12	WBGene00018834,F54F2.6
sjj2_C39D10.9	WBGene00016536,C39D10.9
cenix:190-e9	WBGene00021948(kvs-5),Y55F3C.3
cenix:231-f5	WBGene00018725(kreg-1),F53A9.2
cenix:333-a8	WBGene00004085(pph-4.1),Y75B8A.30	WBGene00006986(zip-1),Y75B8A.35
cenix:29-b2	WBGene00009807(pepm-1),F47B8.6
cenix:341-d12	WBGene00004506(rpt-6),Y49E10.1
sjj_F35F10.12	WBGene00018061(arrd-19),F35F10.12
cenix:48-a7	WBGene00020938(clec-218),W02D7.2
sjj2_C32D5.6	WBGene00016314,C32D5.6
sjj_R10D12.14	WBGene00011195(sao-1),R10D12.14
sjj_C13B9.4	WBGene00015735(pdfr-1),C13B9.4
sjj_DY3.4	WBGene00006618(trt-1),DY3.4
cenix:238-c12	WBGene00012008,T25B9.2
mv_M03E7.1	WBGene00019753,M03E7.1
mv_C04F1.1	WBGene00015442,C04F1.1
sjj_W01A8.1	WBGene00007024(plin-1),W01A8.1
mv_C02D4.2	WBGene00004777(ser-2),C02D4.2
mv_T10C6.1	WBGene00006263(str-232),T10C6.1
sjj_Y65B4B_10.d	WBGene00022042(icd-2),Y65B4BR.5
cenix:164-f4	WBGene00019692,M01A10.1
mv_E03A3.7	WBGene00006811(unc-79),E03A3.6
mv_C52E4.3	WBGene00004917(snr-4),C52E4.3
cenix:42-a11	WBGene00012618(dct-10),Y38H6C.5
cenix:154-a9	WBGene00003104(mab-7),ZC13.4
mv_B0524.3	WBGene00015242,B0524.3
sjj_C44C11.2_1	WBGene00004945(sop-2),C50E10.4	WBGene00206479,C44C11.6
cenix:198-f11_1	WBGene00012054(srsx-38),T26E4.14
sjj2_C25A11.1	WBGene00016086,C25A11.1
cenix:243-g3	WBGene00008495,F01D5.5
sjj_ZK228.4	WBGene00013947,ZK228.4
mv_F53E10.4	WBGene00018760(irg-3),F53E10.4
sjj_T02G5.1	WBGene00020163,T02G5.3
cenix:173-h6	WBGene00005501(srh-297),C17F4.4	WBGene00015914,C17F4.8
cenix:124-d6	WBGene00017095,E02C12.10
mv_Y105E8E.l	WBGene00013670(hpo-13),Y105E8A.10
sjj_K08C7.2	WBGene00001476(fmo-1),K08C7.2
mv_C10C5.4	WBGene00007508,C10C5.4
sjj2_Y111B2A.20	WBGene00013740(hut-1),Y111B2A.20
TH:312C5	WBGene00006731(uev-2),F56D2.4
sjj_ZC178.2_9	WBGene00022536,ZC178.2
mv_T23B5.3	WBGene00011940,T23B5.3
mv_T23E1.1	WBGene00020728,T23E1.1
mv_ZC168.5	WBGene00001730(grl-21),ZC168.5
TH:308G10	WBGene00008007,C38D4.7
sjj_C49G7.6	WBGene00016788,C49G7.10
cenix:94-d8	WBGene00017596,F19C7.6
mv_Y39E4B.9	WBGene00000267(bre-2),Y39E4B.9
sjj_D2013.8	WBGene00004744(scp-1),D2013.8
sjj_F02C9.3	WBGene00017174(tat-6),F02C9.3
cenix:179-g5	WBGene00013713,Y106G6G.4	WBGene00013715,Y106G6G.6
sjj_Y9C9A_54.c	WBGene00021179(fbxa-86),Y9C9A.12
TH:304E6	WBGene00005164(srg-6),T12A2.13
mv_Y51A2D.14	WBGene00013081,Y51A2D.14
sjj2_C45H4.16	WBGene00016696(srbc-19),C45H4.16
sjj_F35F11.e	WBGene00018064(cdc-73),F35F11.1
mv_AAB72228	WBGene00001130(dyn-1),C02C6.1
mv_Y113G7B.8	WBGene00013759(fbxb-59),Y113G7B.8
cenix:137-g11	WBGene00004110(pqn-20),C37A2.2
cenix:233-h6	WBGene00022018,Y61A9LA.7
mv_B0507.2	WBGene00006006(srx-115),B0507.11	WBGene00015219,B0507.2
mv_F44G4.8	WBGene00009717(dep-1),F44G4.8
sjj_F07C4.4	WBGene00005103(srd-25),F07C4.4
mv_T13C5.1	WBGene00000905(daf-9),T13C5.1
mv_F01D5.10	WBGene00008500,F01D5.10
cenix:30-c7	WBGene00016312,C32D5.4
cenix:312-a4	WBGene00018998(flap-1),F57B9.7
sjj_F15E6.3	WBGene00017484,F15E6.3	WBGene00017489,F15E6.9
cenix:200-d7	WBGene00044916,F40F8.11
cenix:113-b10	WBGene00017074,D2096.7
cenix:195-d3	WBGene00005528(sri-16),F15H9.4
cenix:37-d5	WBGene00007698(qns-1),C24F3.4
cenix:136-d12	WBGene00019857,R03H10.5
sjj2_Y54G11A.2	WBGene00013213,Y54G11A.2
sjj_C50F4.12	WBGene00008236,C50F4.12
sjj_C24H10.2	WBGene00016068,C24H10.2
sjj_T28C12.6	WBGene00020893,T28C12.6
mv_R08H2.1	WBGene00000986(dhs-23),R08H2.1
sjj_F09G8.2	WBGene00007056(crn-7),F09G8.2
cenix:104-g3	WBGene00044073(tag-244),C34H4.3
mv_F46B6.9	WBGene00009774,F46B6.9
mv_W03F9.10	WBGene00021004,W03F9.10
cenix:129-c4	WBGene00005854(srw-107),R11G11.13
cenix:187-a1	WBGene00020191(clec-53),T03F1.10
sjj_Y48C3A.p	WBGene00012994,Y48C3A.12
sjj_R05D8.p	WBGene00004130(ketn-1),F54E2.3
sjj_C10G8.4	WBGene00015683,C10G8.4
cenix:105-g4	WBGene00020813,T25G12.6
cenix:214-g9	WBGene00021774(fbxb-43),Y51H7BR.2
cenix:179-c3	WBGene00022332(fbxa-20),Y82E9BL.16
mv_Y39A1A.6	WBGene00012645(mrpl-22),Y39A1A.6
sjj_R12H7.4	WBGene00011255,R12H7.4
sjj_C39E9.4	WBGene00008028(scl-6),C39E9.4
cenix:189-c11	WBGene00021682,Y48G1C.9
cenix:43-f8	WBGene00006970(zag-1),F28F9.1
mv_T19D12.3	WBGene00020578,T19D12.3
cenix:134-d1	WBGene00009462(sre-22),F36D1.2
cenix:329-c10	WBGene00006395(taf-11.3),F43D9.5	WBGene00185048(urm-1),F43D9.6
sjj_F25H9.2	WBGene00009135,F25H9.2
sjj_T05B4.11	WBGene00020242(phat-5),T05B4.11
sjj2_C17C3.1a	WBGene00015887,C17C3.1
cenix:126-d2	WBGene00005422(srh-212),T22F3.6
sjj_Y81B9A.a	WBGene00022317,Y81B9A.3
cenix:16-e12	WBGene00014250,ZK1307.9
sjj_R102.4	WBGene00011291,R102.4
mv_F54E7.2	WBGene00004481(rps-12),F54E7.2
cenix:53-b1	WBGene00018148,F37C4.8
mv_R05D7.4	WBGene00011029(abhd-11.2),R05D7.4
smd_F19G12.7	WBGene00000025(abu-2),F19G12.7
cenix:20-b3	WBGene00018575(clec-119),F47F6.5
TH:312B5	WBGene00019832(osg-1),R02F2.2
mv_C46E10.7	WBGene00005318(srh-99),C46E10.7
sjj_R13F6.6	WBGene00006971(zak-1),R13F6.6
cenix:160-b1	WBGene00017214,F07E5.9
cenix:122-h1	WBGene00003370(mlc-2),C36E6.5
cenix:191-f7	WBGene00000879(cyn-3),Y75B12B.5
mv_C18B2.2	WBGene00015953,C18B2.2
smd_Y47G6A_245.k	WBGene00003060(lpd-3),Y47G6A.23
cenix:63-d5	WBGene00021697(gcn-1),Y48G9A.3
mv_C27A12.6	WBGene00016156,C27A12.6
cenix:321-h12	WBGene00006449(alg-4),ZK757.3
cenix:45-f11	WBGene00003604(nhr-5),Y73F8A.21
sjj_Y15E3B.e	WBGene00012443,Y15E3A.4
cenix:240-g12	WBGene00009518(clec-166),F38A1.5
smd_Y80D3A.i_8	WBGene00001258(emb-4),Y80D3A.2
mv_F19G12.5	WBGene00005244(srh-19),F19G12.5
TH:340a10	WBGene00007965,C36A4.4
sjj_D1007.8	WBGene00017005,D1007.8
mv_B0403.4	WBGene00015168(pdi-6),B0403.4
mv_Y11D7A.14	WBGene00012437(hum-9),Y11D7A.14
sjj_Y18H1A_67.j	WBGene00021213,Y18H1A.9
cenix:121-g11	WBGene00011991,T24D5.3
mv_F41E6.4	WBGene00018285(smk-1),F41E6.4
sjj_T20F7.1	WBGene00020630,T20F7.1
WBPaper00038381:C52E4_1_1	WBGene00004917(snr-4),C52E4.3
sjj_Y116F11A.q	WBGene00012811,Y43F8A.5
cenix:11-c8	WBGene00008200,C49C3.10
cenix:82-c6	WBGene00016108,C25G6.3
cenix:97-e6	WBGene00010667,K08E4.3
cenix:324-a7	WBGene00008018(tbc-8),C38H2.1
sjj_ZK1010.5	WBGene00014179,ZK1010.5
sjj2_C38C3.4a	WBGene00016513,C38C3.4
cenix:120-a12	WBGene00016289(lntl-1),C31H1.6
sjj2_B0304.8	WBGene00005061(sra-35),B0304.8
cenix:312-e4	WBGene00003063(lpd-7),R13A5.12
sjj_B0205.10	WBGene00015024,B0205.10
cenix:226-h5	WBGene00015723,C13A2.6
cenix:16-b3	WBGene00017142,EEED8.14	WBGene00194696,EEED8.18
TH:341H10	WBGene00019400,K04G7.1
sjj_T28F12.2a	WBGene00006796(unc-62),T28F12.2
cenix:142-e1	WBGene00012469,Y17G7B.18
mv_C02F12.4	WBGene00006431(tag-52),C02F12.4
mv_W09G10.6	WBGene00021118(clec-125),W09G10.6
mv_K12D9.1	WBGene00019675,K12D9.1
sjj_Y53F4C.l	WBGene00001776(gst-28),Y53F4B.31
cenix:76-g5	WBGene00004924(snt-4),T23H2.2
mv_T05A7.1	WBGene00020219,T05A7.1
mv_Y57A10A.8	WBGene00013253,Y57A10A.8
sjj_F45E6.6	WBGene00009728(sdz-19),F45E6.6
sjj_R04B5.1	WBGene00011001,R04B5.1
cenix:140-c10	WBGene00001690(grd-1),R08B4.1
cenix:135-d10	WBGene00017119,E04A4.5
sjj_Y53H1A.a	WBGene00012317(ztf-6),W06H12.1
cenix:246-g3	WBGene00016452,C35D10.17
cenix:121-g8	WBGene00020183,T03D3.5
mv_AAA64312	WBGene00002280(let-2),F01G12.5
mv_D2007.2	WBGene00017042,D2007.2
mv_F25B5.1	WBGene00017773(dct-6),F25B5.1
mv_H22K11.4	WBGene00019227(sgca-1),H22K11.4
cenix:51-e6	WBGene00017541,F17E9.4
cenix:12-a3	WBGene00015461,C05C8.2
TH:328E7	WBGene00020563,T19C3.5
sjj_ZK809.2	WBGene00006491(acl-3),ZK809.2
sjj_Y65B4A_179.a	WBGene00022026,Y65B4A.2
sjj2_Y111B2A.10a	WBGene00013734,Y111B2A.10
sjj_Y38C1AB.j_1	WBGene00021404(trpl-3),Y38C1AB.2
smd_K09E9.3:2	WBGene00010726,K09E9.3
cenix:86-c7	WBGene00001050(dom-3),F54C1.2
cenix:322-d12	WBGene00010545(cbp-2),K03H1.10
cenix:70-e1	WBGene00010340(slcf-1),F59F5.1
sjj_F32A7.3	WBGene00009304(eva-1),F32A7.3
sjj_F54E12.2	WBGene00010061,F54E12.2
mv_T15D6.3	WBGene00001642(gly-17),T15D6.3
cenix:106-c11	WBGene00016039,C24A8.5
mv_W09C3.4	WBGene00021112,W09C3.4
cenix:195-f7	WBGene00043279,F22D6.8
sjj_Y39B6B.u_2	WBGene00012674(bed-1),Y39B6A.12
mv_R09F10.2_1	WBGene00000032(abu-9),R09F10.2
mv_Y110A2AR.2	WBGene00006710(ubc-15),Y110A2AR.2
sjj_D2024.8	WBGene00000688(col-114),D2024.8
mv_F26A1.1.v5	WBGene00017801,F26A1.1
sjj_B0218.3	WBGene00004055(pmk-1),B0218.3
sjj_R17.2	WBGene00011268(pde-12),R17.2
cenix:138-a9	WBGene00017487,F15E6.6
sjj_E03G2.3	WBGene00003169(mec-5),E03G2.3
cenix:19-c5	WBGene00004681(rsd-2),F52G2.2
mv_F41E6.1	WBGene00018284,F41E6.1	WBGene00194909,F41E6.17
mv_M28.9	WBGene00010900,M28.9
cenix:174-c7	WBGene00008664(nubp-1),F10G8.6
mv_R11E3.1	WBGene00020003,R11E3.1
sjj_ZK355.h	WBGene00022711(irld-63),ZK355.1
mv_F59F3.2	WBGene00000750(col-177),F59F3.2
sjj2_R12E2.1	WBGene00020030,R12E2.1
sjj_ZC317.2	WBGene00022588,ZC317.2
mv_B0336.7	WBGene00015147,B0336.7
mv_F33D11.4	WBGene00000436(ceh-12),F33D11.4
mv_F36A2.1	WBGene00009451(cids-2),F36A2.1
mv_C33F10.7	WBGene00016355(lact-5),C33F10.7
sjj_T28D6.6	WBGene00003975(pen-2),T28D6.9	WBGene00012126,T28D6.6
cenix:314-d10	WBGene00000518(ckk-1),C05H8.1
cenix:35-e2	WBGene00010411,H25K10.1
mv_ZK6.10	WBGene00022644(dod-19),ZK6.10
cenix:206-g5	WBGene00004382(rnh-1.0),F59A6.6
cenix:314-d1	WBGene00014028(trxr-2),ZK637.10
sjj_F36A2.7	WBGene00009454,F36A2.7
mv_T21C9.5	WBGene00003065(lpd-9),T21C9.5
smd_F46F5.1:2	WBGene00018493,F46F5.1
sjj2_Y57G11A.4	WBGene00013292,Y57G11A.4
cenix:97-f11	WBGene00010870(let-522),M05B5.2
cenix:151-g10	WBGene00012704(mlt-3),Y39C12A.1
sjj_F47B7.7	WBGene00018538(marg-1),F47B7.7
sjj2_F56B3.5	WBGene00001154(ech-5),F56B3.5
WBPaper00038381:F39B2_1_1	WBGene00004495(rps-26),F39B2.6
sjj_F08G5.3	WBGene00008582,F08G5.3
cenix:326-d1	WBGene00010574,K04H4.5
mv_F43C1.2b	WBGene00003401(mpk-1),F43C1.2
mv_F10D2.6	WBGene00017332(ugt-37),F10D2.6
cenix:246-b11	WBGene00019491,K07E3.2
mv_F25G6.4	WBGene00000054(acr-15),F25G6.4
cenix:189-a9	WBGene00021602(clec-205),Y46H3B.1
sjj_T08G5.5	WBGene00011625(vps-39),T08G5.5
sjj_Y46B2A.a	WBGene00021578,Y46B2A.3
sjj_D2089.1	WBGene00004704(rsp-7),D2089.1	WBGene00008433(marc-2),D2089.2
smd_ZK228.6:2	WBGene00005396(srh-181),ZK228.6
mv_F35F10.12	WBGene00018061(arrd-19),F35F10.12
mv_B0218.8	WBGene00015052(clec-52),B0218.8
cenix:223-g6	WBGene00021079,W08A12.2
cenix:133-d3	WBGene00010322,F59B10.6
cenix:176-g9	WBGene00020450(fbxa-10),T12B5.3
mv_C38C6.4	WBGene00007997(sre-13),C38C6.4
TH:302D3	WBGene00003851(odr-4),Y102E9.1
sjj_E02H9.4	WBGene00017102,E02H9.4
cenix:67-g2	WBGene00016879(cnnm-1),C52D10.12
mv_Y40B10B.1	WBGene00021494,Y40B10B.1
mv_ZK131.5_4	WBGene00001932(his-58),F54E12.4
cenix:26-g3	WBGene00011951,T23F6.3
mv_C34D4.11	WBGene00016403(grsp-3),C34D4.11
mv_C28D4.1	WBGene00003690(nhr-100),C28D4.1	WBGene00003728(nhr-138),C28D4.9
mv_C46F2.1	WBGene00016714,C46F2.1
cenix:33-d6	WBGene00008270,C53A5.13
sjj2_R08H2.3	WBGene00005386(srh-170),R08H2.3
cenix:247-d6	WBGene00022225,Y73B3B.3
sjj_C40A11.1	WBGene00016544(math-18),C40A11.1
mv_Y48G1A.h	WBGene00021657,Y48G1A.1
sjj2_ZK909.5	WBGene00014149(fbxb-70),ZK909.5
mv_Y67A10A.1	WBGene00013450(oac-56),Y67A10A.1
sjj_F29C4.7	WBGene00017929(grld-1),F29C4.7
smd_C28H8.1	WBGene00016192(bcl-7),C28H8.1
sjj_F28C12.1	WBGene00005043(sra-17),F28C12.1
cenix:39-a5	WBGene00019166(tat-2),H06H21.10
cenix:60-c7	WBGene00000658(col-83),F33A8.9
sjj_F14F9.1	WBGene00005347(srh-130),F14F9.1
TH:303B12	WBGene00018829,F54E7.6
TH:330D1	WBGene00010229,F58A4.6
mv_Y71A12B.b	WBGene00006382(taf-1),W04A8.7
sjj2_C16D6.3	WBGene00007636,C16D6.3
cenix:185-d6	WBGene00019010(glo-2),F57C9.3
sjj_C48D1.2	WBGene00000417(ced-3),C48D1.2
cenix:93-c4	WBGene00007346(frpr-2),C05E7.4
mv_ZK1251.6_2	WBGene00003462(msp-74),F09C12.7
